key	frequency
0	0.024200
1	0.036700
2	0.049400
3	0.057500
4	0.063900
5	0.068100
6	0.072900
7	0.076100
8	0.080600
9	0.083900
10	0.087100
11	0.089100
12	0.091300
13	0.093200
14	0.095900
15	0.098000
16	0.100100
17	0.102100
18	0.103700
19	0.106100
20	0.107500
21	0.108900
22	0.110300
23	0.111700
24	0.113900
25	0.116000
26	0.117400
27	0.118400
28	0.119600
29	0.121100
30	0.122300
31	0.124000
32	0.125800
33	0.126400
34	0.127100
35	0.128600
36	0.129700
37	0.130500
38	0.131400
39	0.132800
40	0.133900
41	0.135100
42	0.135800
43	0.136600
44	0.137500
45	0.138500
46	0.139200
47	0.139800
48	0.140100
49	0.140800
50	0.141400
51	0.142100
52	0.142600
53	0.143300
54	0.144000
55	0.145300
56	0.145800
57	0.147000
58	0.147400
59	0.148100
60	0.148600
61	0.149100
62	0.149500
63	0.150300
64	0.150900
65	0.151100
66	0.152300
67	0.152800
68	0.153400
69	0.153900
70	0.154500
71	0.155600
72	0.156000
73	0.156400
74	0.156500
75	0.157000
76	0.157500
77	0.157900
78	0.158400
79	0.158700
80	0.159300
81	0.159900
82	0.160300
83	0.160600
84	0.161100
85	0.161300
86	0.161600
87	0.161900
88	0.162800
89	0.163500
90	0.163700
91	0.164300
92	0.164700
93	0.164900
94	0.165100
95	0.165600
96	0.165900
97	0.166300
98	0.166900
99	0.167500
100	0.167900
101	0.168500
102	0.168900
103	0.169300
104	0.169500
105	0.170000
106	0.170400
107	0.170600
108	0.170900
109	0.171000
110	0.171300
111	0.171700
112	0.172200
114	0.172300
115	0.172700
116	0.173000
117	0.173300
118	0.173700
119	0.174000
120	0.174300
121	0.174400
122	0.174900
123	0.175300
124	0.175600
125	0.175800
126	0.176000
127	0.176500
128	0.176700
129	0.176900
130	0.177100
131	0.177600
132	0.177800
133	0.178200
134	0.178600
135	0.179100
137	0.179400
138	0.179500
139	0.179700
140	0.180000
141	0.180300
142	0.180600
143	0.181000
144	0.181100
145	0.181200
146	0.181700
147	0.182100
148	0.182700
149	0.183000
151	0.183200
152	0.183500
154	0.183900
155	0.184100
156	0.184700
157	0.185000
158	0.185200
159	0.185700
160	0.186000
161	0.186500
162	0.186600
163	0.186700
164	0.186800
165	0.187200
166	0.187500
167	0.187600
169	0.187700
170	0.187800
171	0.188200
172	0.188400
173	0.188700
175	0.188900
176	0.189100
177	0.189300
178	0.189400
179	0.189600
180	0.189700
181	0.189800
182	0.189900
183	0.190300
184	0.190500
185	0.190800
186	0.191100
187	0.191300
188	0.191500
189	0.191900
190	0.192100
192	0.192200
193	0.192300
194	0.192700
195	0.192900
196	0.193300
198	0.193500
199	0.193600
200	0.193900
201	0.194200
202	0.194600
203	0.194700
204	0.195000
205	0.195100
207	0.195600
208	0.195900
209	0.196100
210	0.196400
211	0.196600
214	0.196800
215	0.197000
216	0.197400
217	0.197800
218	0.198000
219	0.198100
220	0.198300
221	0.198800
222	0.199200
224	0.199800
225	0.199900
226	0.200100
227	0.200600
228	0.200800
229	0.201000
230	0.201200
231	0.201300
232	0.201400
233	0.201800
234	0.201900
235	0.202100
237	0.202200
238	0.202300
240	0.202500
241	0.202700
242	0.202900
243	0.203100
244	0.203300
245	0.203500
246	0.203900
247	0.204000
248	0.204300
249	0.204500
250	0.204600
251	0.204700
252	0.205300
253	0.205600
254	0.205700
255	0.206000
256	0.206200
258	0.206500
259	0.206700
260	0.207100
261	0.207200
262	0.207600
263	0.207900
264	0.208200
265	0.208600
267	0.208900
269	0.209100
271	0.209300
274	0.209400
275	0.209500
276	0.209600
277	0.209800
278	0.210000
280	0.210100
281	0.210500
283	0.210600
284	0.210700
285	0.210800
288	0.211100
289	0.211400
290	0.211500
291	0.211600
292	0.211800
293	0.211900
294	0.212100
295	0.212200
296	0.212400
297	0.212700
298	0.213100
300	0.213200
302	0.213300
303	0.213400
304	0.213500
305	0.213700
306	0.213800
307	0.214000
308	0.214100
309	0.214200
310	0.214300
311	0.214600
312	0.214900
314	0.215000
316	0.215500
317	0.215600
318	0.215700
319	0.215900
321	0.216100
322	0.216200
323	0.216500
324	0.216700
328	0.216800
329	0.216900
330	0.217000
331	0.217100
334	0.217300
335	0.217400
336	0.217500
337	0.217600
338	0.217800
339	0.218400
340	0.218500
341	0.218700
342	0.218800
343	0.218900
344	0.219000
345	0.219100
346	0.219400
347	0.219500
348	0.219600
349	0.219800
351	0.219900
352	0.220200
354	0.220600
356	0.220700
357	0.220800
358	0.220900
360	0.221100
362	0.221200
364	0.221700
366	0.221800
368	0.222100
369	0.222200
372	0.222500
373	0.222600
374	0.222900
375	0.223000
377	0.223200
381	0.223300
383	0.223500
384	0.223700
386	0.223800
388	0.223900
389	0.224000
390	0.224200
391	0.224300
393	0.224400
394	0.224500
395	0.224700
396	0.224800
397	0.224900
399	0.225000
400	0.225400
401	0.225600
402	0.225800
404	0.226000
406	0.226100
407	0.226200
409	0.226300
410	0.226500
412	0.226600
413	0.226700
415	0.226800
419	0.226900
420	0.227200
423	0.227300
424	0.227400
427	0.227700
429	0.227800
430	0.228000
431	0.228100
432	0.228300
434	0.228400
435	0.228600
437	0.229000
440	0.229200
445	0.229300
447	0.229400
448	0.229500
449	0.229600
451	0.229700
452	0.229800
454	0.230000
455	0.230400
457	0.230500
459	0.230600
460	0.230800
461	0.230900
462	0.231000
463	0.231100
468	0.231400
469	0.231500
474	0.231800
476	0.231900
477	0.232000
478	0.232100
479	0.232200
482	0.232300
483	0.232500
484	0.232600
485	0.232700
487	0.232800
489	0.232900
491	0.233000
496	0.233100
498	0.233400
499	0.233600
500	0.233700
504	0.234000
506	0.234100
511	0.234200
512	0.234300
516	0.234400
520	0.234600
523	0.234700
527	0.234800
528	0.235000
529	0.235100
530	0.235300
531	0.235400
532	0.235600
535	0.235700
537	0.235800
538	0.235900
540	0.236100
541	0.236200
544	0.236300
546	0.236400
547	0.236500
550	0.236600
551	0.236900
555	0.237000
556	0.237100
557	0.237200
558	0.237300
559	0.237400
561	0.237500
563	0.237600
564	0.237700
566	0.237800
567	0.237900
569	0.238000
570	0.238100
571	0.238200
573	0.238400
574	0.238500
577	0.238700
579	0.238800
580	0.238900
586	0.239000
587	0.239300
589	0.239400
592	0.239500
593	0.239700
595	0.239900
596	0.240000
598	0.240100
599	0.240200
600	0.240300
603	0.240600
606	0.240800
607	0.240900
611	0.241100
613	0.241200
614	0.241400
616	0.241500
623	0.241700
625	0.241800
626	0.241900
629	0.242000
630	0.242200
631	0.242300
632	0.242400
633	0.242500
637	0.242600
640	0.242700
641	0.242800
645	0.242900
650	0.243000
651	0.243200
652	0.243300
654	0.243500
656	0.243700
658	0.243800
661	0.244100
662	0.244300
663	0.244400
664	0.244500
665	0.244700
666	0.244800
668	0.244900
669	0.245000
672	0.245100
673	0.245300
674	0.245500
675	0.245600
676	0.245800
681	0.245900
684	0.246000
685	0.246100
686	0.246200
687	0.246300
690	0.246400
691	0.246600
692	0.246800
696	0.246900
697	0.247000
698	0.247100
700	0.247200
702	0.247300
703	0.247500
704	0.247600
707	0.247700
708	0.247800
710	0.247900
711	0.248100
712	0.248200
713	0.248300
714	0.248400
715	0.248500
716	0.248600
