key	frequency
0	0.012800
1	0.019800
2	0.026700
3	0.031900
4	0.034900
5	0.039200
6	0.042000
7	0.044300
8	0.047500
9	0.050400
10	0.052300
11	0.054600
12	0.056800
13	0.058900
14	0.060700
15	0.062200
16	0.063700
17	0.065200
18	0.066300
19	0.068000
20	0.069200
21	0.070300
22	0.071000
23	0.072300
24	0.072900
25	0.073500
26	0.074500
27	0.075700
28	0.076300
29	0.077100
30	0.078000
31	0.079100
32	0.079800
33	0.080500
34	0.081500
35	0.082100
36	0.082900
37	0.083800
38	0.085100
39	0.085700
40	0.086400
41	0.087800
42	0.088900
43	0.089700
44	0.090700
45	0.091200
46	0.091500
47	0.091900
48	0.092700
49	0.092900
50	0.093400
51	0.094000
52	0.094200
53	0.094900
54	0.095500
55	0.096200
56	0.097000
57	0.097300
58	0.097800
59	0.098300
60	0.099100
61	0.099500
62	0.099800
63	0.100300
64	0.100400
65	0.100800
66	0.101500
67	0.101900
68	0.102100
69	0.102700
70	0.103100
71	0.103900
72	0.104600
73	0.104900
74	0.105300
75	0.105500
76	0.106100
77	0.106400
78	0.106700
79	0.106900
80	0.107500
81	0.107800
82	0.108100
83	0.108300
84	0.109200
85	0.109700
86	0.110000
87	0.110700
88	0.111200
89	0.111700
90	0.112100
91	0.112400
92	0.113000
93	0.113800
94	0.114100
95	0.114500
96	0.114700
98	0.114900
99	0.115400
100	0.115800
101	0.116200
102	0.116500
103	0.116900
104	0.117300
105	0.117800
106	0.118000
107	0.118200
108	0.118600
109	0.119100
110	0.119300
111	0.119600
112	0.120000
113	0.120300
114	0.120500
115	0.121100
116	0.121300
117	0.121700
118	0.121900
119	0.122200
121	0.122300
123	0.122700
124	0.122900
125	0.123000
126	0.123100
127	0.123400
128	0.123700
129	0.123800
130	0.124000
131	0.124100
132	0.124200
133	0.124800
134	0.125200
135	0.125700
136	0.125900
137	0.126200
138	0.126300
139	0.126600
140	0.127000
141	0.127400
142	0.127700
143	0.128100
145	0.128300
146	0.128700
147	0.128900
148	0.129200
149	0.129400
150	0.129700
151	0.129900
152	0.130000
153	0.130400
155	0.130700
156	0.130900
157	0.131300
159	0.131700
160	0.132200
162	0.132300
163	0.132600
164	0.132800
165	0.133000
166	0.133100
167	0.133300
168	0.133400
169	0.133500
170	0.133800
171	0.134100
172	0.134200
173	0.134700
174	0.135000
175	0.135100
176	0.135200
177	0.135400
178	0.135700
179	0.135800
180	0.135900
181	0.136300
182	0.136500
183	0.136800
184	0.137000
185	0.137100
186	0.137300
187	0.137500
188	0.137800
189	0.138100
190	0.138300
191	0.138700
192	0.138800
193	0.139200
194	0.139400
195	0.139600
196	0.140000
197	0.140100
198	0.140300
199	0.140700
200	0.141200
201	0.141400
203	0.141500
204	0.141700
205	0.142200
206	0.142500
208	0.142600
209	0.142800
210	0.142900
211	0.143100
212	0.143200
213	0.143600
214	0.143800
215	0.144200
216	0.144400
217	0.144700
218	0.145000
219	0.145200
220	0.145400
221	0.145600
222	0.145900
223	0.146100
224	0.146500
227	0.146700
228	0.146900
229	0.147100
230	0.147200
231	0.147400
232	0.147600
233	0.147700
234	0.147800
235	0.148000
236	0.148100
237	0.148400
238	0.148700
239	0.148800
240	0.149000
241	0.149400
242	0.149600
243	0.149700
244	0.149900
246	0.150000
249	0.150300
250	0.150400
252	0.150500
254	0.150700
255	0.150800
256	0.151000
257	0.151100
258	0.151400
259	0.151800
261	0.152000
262	0.152200
263	0.152300
264	0.152400
265	0.152500
266	0.152600
268	0.152900
269	0.153200
270	0.153500
272	0.153600
274	0.153800
276	0.153900
277	0.154000
278	0.154200
279	0.154300
280	0.154600
281	0.154900
282	0.155000
283	0.155100
285	0.155400
286	0.155700
287	0.155800
288	0.156000
289	0.156700
290	0.156900
292	0.157200
293	0.157400
295	0.157700
296	0.157800
297	0.158000
299	0.158100
300	0.158300
301	0.158500
302	0.158600
303	0.158700
305	0.158800
306	0.159000
307	0.159100
308	0.159200
309	0.159300
310	0.159400
313	0.159500
314	0.159600
315	0.159900
319	0.160200
320	0.160300
321	0.160500
323	0.160700
324	0.161000
325	0.161300
328	0.161500
329	0.161700
331	0.161800
332	0.161900
333	0.162200
335	0.162300
336	0.162500
337	0.162600
338	0.162700
339	0.162800
340	0.162900
341	0.163200
342	0.163400
343	0.163500
344	0.163600
346	0.163700
347	0.163800
348	0.163900
349	0.164000
351	0.164100
352	0.164200
354	0.164300
355	0.164600
356	0.164900
358	0.165000
360	0.165200
361	0.165400
362	0.165500
365	0.165600
366	0.165800
367	0.166100
368	0.166200
369	0.166300
370	0.166700
371	0.167000
372	0.167500
373	0.167600
374	0.167700
375	0.167800
378	0.167900
380	0.168100
384	0.168600
385	0.168800
386	0.169000
387	0.169100
388	0.169200
389	0.169300
391	0.169400
392	0.169500
394	0.169700
396	0.169800
398	0.170000
399	0.170300
401	0.170400
403	0.170500
404	0.170700
409	0.170800
411	0.171000
412	0.171100
414	0.171200
416	0.171500
419	0.171700
420	0.171800
425	0.172100
426	0.172300
427	0.172500
429	0.172600
432	0.172800
434	0.172900
435	0.173100
436	0.173200
437	0.173500
438	0.173700
441	0.173800
442	0.173900
443	0.174000
444	0.174100
