key	frequency
0	0.196941
1	0.119637
2	0.088764
3	0.060135
4	0.044273
5	0.033444
6	0.025034
7	0.021962
8	0.017321
9	0.016079
10	0.014511
11	0.012942
12	0.010959
13	0.009914
14	0.008868
15	0.008149
16	0.007778
17	0.007713
18	0.005512
19	0.005905
20	0.005338
21	0.005011
22	0.004641
23	0.004946
24	0.003965
25	0.003835
26	0.003878
27	0.003595
28	0.003726
29	0.003442
30	0.003312
31	0.002832
32	0.003225
33	0.002811
34	0.002832
35	0.002135
36	0.003050
37	0.002222
38	0.002157
39	0.002201
40	0.001983
41	0.002222
42	0.002135
43	0.002222
44	0.001721
45	0.001634
46	0.001917
47	0.001765
48	0.001852
49	0.001765
50	0.001634
51	0.001307
52	0.001264
53	0.001482
54	0.001394
55	0.001351
56	0.001482
57	0.001460
58	0.001460
59	0.001198
60	0.001198
61	0.001198
62	0.001285
63	0.001111
64	0.000959
65	0.001220
66	0.001111
67	0.001111
68	0.001089
69	0.000937
70	0.001068
71	0.000980
72	0.000980
73	0.001177
74	0.000980
75	0.000850
76	0.000915
77	0.001002
78	0.001046
79	0.000719
80	0.000784
81	0.000828
82	0.000697
83	0.000632
84	0.000719
85	0.000697
86	0.000784
87	0.000675
88	0.000850
89	0.000610
90	0.000697
91	0.000675
92	0.000523
93	0.000588
94	0.000479
95	0.000501
96	0.000436
97	0.000523
98	0.000545
99	0.000828
100	0.000588
101	0.000610
102	0.000523
103	0.000566
104	0.000545
105	0.000654
106	0.000610
107	0.000523
108	0.000610
109	0.000784
110	0.000501
111	0.000479
112	0.000806
113	0.000479
114	0.000566
115	0.000545
116	0.000501
117	0.000370
118	0.000610
119	0.000479
120	0.000305
121	0.000588
122	0.000370
123	0.000523
124	0.000436
125	0.000414
126	0.000479
127	0.000414
128	0.000283
129	0.000610
130	0.000545
131	0.000414
132	0.000327
133	0.000436
134	0.000479
135	0.000370
136	0.000261
137	0.000370
138	0.000240
139	0.000392
140	0.000414
141	0.000327
142	0.000523
143	0.000218
144	0.000240
145	0.000458
146	0.000370
147	0.000349
148	0.000610
149	0.000283
150	0.000327
151	0.000349
152	0.000370
153	0.000218
154	0.000370
155	0.000349
156	0.000349
157	0.000305
158	0.000283
159	0.000218
160	0.000370
161	0.000327
162	0.000305
163	0.000196
164	0.000261
165	0.000240
166	0.000261
167	0.000174
168	0.000261
169	0.000174
170	0.000261
171	0.000218
172	0.000283
173	0.000283
174	0.000283
175	0.000283
176	0.000283
177	0.000240
178	0.000218
179	0.000436
180	0.000327
181	0.000174
182	0.000261
183	0.000218
184	0.000174
185	0.000261
186	0.000109
187	0.000153
188	0.000174
189	0.000283
190	0.000283
191	0.000261
192	0.000196
193	0.000370
