key	frequency
55	0.000100
63	0.000100
87	0.000100
99	0.000100
201	0.000100
446	0.000100
527	0.000100
570	0.000100
656	0.000100
694	0.000100
895	0.000100
1194	0.000100
1351	0.000100
1534	0.000100
1603	0.000100
1622	0.000100
1635	0.000100
1642	0.000100
1695	0.000100
1714	0.000100
1790	0.000100
1812	0.000100
1902	0.000100
2020	0.000100
2150	0.000100
2238	0.000100
2263	0.000100
2289	0.000100
2328	0.000100
2403	0.000100
2590	0.000100
2593	0.000100
2621	0.000100
2845	0.000100
2903	0.000100
3047	0.000100
3094	0.000100
3164	0.000100
3440	0.000100
3589	0.000100
3599	0.000100
3692	0.000100
3766	0.000100
3814	0.000100
3982	0.000100
3989	0.000100
4111	0.000100
4174	0.000100
4228	0.000100
4273	0.000100
4402	0.000100
4421	0.000100
4464	0.000100
4568	0.000100
4924	0.000100
5030	0.000100
5067	0.000100
5097	0.000100
5266	0.000100
5281	0.000100
5299	0.000100
5467	0.000100
5773	0.000100
5852	0.000100
6248	0.000100
6255	0.000100
6310	0.000100
6524	0.000100
6580	0.000100
6604	0.000100
6747	0.000100
6826	0.000100
6842	0.000100
6923	0.000100
6929	0.000100
7070	0.000100
7098	0.000100
7179	0.000100
7565	0.000100
7727	0.000100
7872	0.000100
7891	0.000100
7963	0.000100
8050	0.000100
8059	0.000100
8121	0.000100
8203	0.000100
8364	0.000100
8645	0.000100
8735	0.000100
8985	0.000100
9073	0.000100
9111	0.000100
9177	0.000100
9240	0.000100
9335	0.000100
9413	0.000100
9560	0.000100
9664	0.000100
10202	0.000100
10269	0.000100
10294	0.000100
10451	0.000100
10807	0.000100
10833	0.000100
10837	0.000100
10955	0.000100
10961	0.000100
10999	0.000100
11332	0.000100
11340	0.000100
11826	0.000100
11948	0.000100
12002	0.000100
12174	0.000100
12333	0.000100
12438	0.000100
12485	0.000100
12785	0.000100
12811	0.000100
12827	0.000100
13059	0.000100
13129	0.000100
13549	0.000100
13607	0.000100
13644	0.000100
13751	0.000100
13785	0.000100
13970	0.000100
14051	0.000100
14424	0.000100
14425	0.000100
14528	0.000100
14648	0.000100
14784	0.000100
14941	0.000100
14961	0.000100
14988	0.000100
15091	0.000100
15377	0.000100
15555	0.000100
15754	0.000100
15755	0.000100
15888	0.000100
16084	0.000100
16097	0.000100
16332	0.000100
16387	0.000100
16388	0.000100
16496	0.000100
16561	0.000100
16849	0.000100
16897	0.000100
17043	0.000100
17062	0.000100
17154	0.000100
17348	0.000100
17698	0.000100
17781	0.000100
17818	0.000100
17855	0.000100
17972	0.000100
18028	0.000100
18238	0.000100
18260	0.000100
18399	0.000100
18412	0.000100
18417	0.000100
18494	0.000100
18827	0.000100
18959	0.000100
19014	0.000100
19111	0.000100
19124	0.000100
19147	0.000100
19193	0.000100
19366	0.000100
19397	0.000100
19409	0.000100
19448	0.000100
19473	0.000100
19520	0.000100
19798	0.000100
19801	0.000100
19886	0.000100
19973	0.000100
20058	0.000100
20075	0.000100
20212	0.000100
20387	0.000100
20922	0.000100
21205	0.000100
21213	0.000100
21317	0.000100
21624	0.000100
21652	0.000100
21667	0.000100
21959	0.000100
22059	0.000100
22072	0.000100
22370	0.000100
22388	0.000100
22415	0.000100
22423	0.000100
22461	0.000100
22463	0.000100
22574	0.000100
22666	0.000100
22753	0.000100
22798	0.000100
22806	0.000100
22939	0.000100
23020	0.000100
23073	0.000100
23255	0.000100
23348	0.000100
23478	0.000100
23601	0.000100
23672	0.000100
23721	0.000100
23771	0.000100
23776	0.000100
23914	0.000100
24077	0.000100
24078	0.000100
24083	0.000100
24095	0.000100
24247	0.000100
24702	0.000100
24747	0.000100
24923	0.000100
25239	0.000100
25484	0.000100
25532	0.000100
25555	0.000100
25662	0.000100
25666	0.000100
25728	0.000100
25797	0.000100
26084	0.000100
26105	0.000100
26192	0.000100
26274	0.000100
26499	0.000100
26505	0.000100
26696	0.000100
26704	0.000100
26729	0.000100
26742	0.000100
26828	0.000100
27002	0.000100
27030	0.000100
27200	0.000100
27221	0.000100
27309	0.000100
27888	0.000100
27933	0.000100
28215	0.000100
28351	0.000100
28427	0.000100
28491	0.000100
28511	0.000100
28531	0.000100
28701	0.000100
28819	0.000100
28856	0.000100
28887	0.000100
29011	0.000100
29059	0.000100
29106	0.000100
29159	0.000100
29606	0.000100
29679	0.000100
29692	0.000100
29888	0.000100
29931	0.000100
30120	0.000100
30167	0.000100
30273	0.000100
30280	0.000100
30307	0.000100
30524	0.000100
30550	0.000100
30685	0.000100
30693	0.000100
30817	0.000100
30933	0.000100
30973	0.000100
31051	0.000100
31164	0.000100
31188	0.000100
31446	0.000100
31530	0.000100
31747	0.000100
31909	0.000100
32063	0.000100
32165	0.000100
32207	0.000100
32484	0.000100
32566	0.000100
32863	0.000100
32908	0.000100
32974	0.000100
33179	0.000100
33197	0.000100
33240	0.000100
33333	0.000100
33657	0.000100
33709	0.000100
33837	0.000100
33889	0.000100
34048	0.000100
34072	0.000100
34089	0.000100
34233	0.000100
34444	0.000100
34534	0.000100
34781	0.000100
34839	0.000100
34852	0.000100
35147	0.000100
35148	0.000100
35166	0.000100
35264	0.000100
35322	0.000100
35339	0.000100
35560	0.000100
35567	0.000100
35573	0.000100
35610	0.000100
35733	0.000100
35909	0.000100
35986	0.000100
36436	0.000100
36697	0.000100
36803	0.000100
36831	0.000100
36990	0.000100
37030	0.000100
37059	0.000100
37117	0.000100
37204	0.000100
37556	0.000100
37629	0.000100
37889	0.000100
37940	0.000100
38081	0.000100
38231	0.000100
38271	0.000100
38734	0.000100
38874	0.000100
39037	0.000100
39071	0.000100
39199	0.000100
39212	0.000100
39260	0.000100
39271	0.000100
39356	0.000100
39598	0.000100
39649	0.000100
39744	0.000100
39777	0.000100
39805	0.000100
40018	0.000100
40137	0.000100
40176	0.000100
40201	0.000100
40213	0.000100
40269	0.000100
40324	0.000100
40343	0.000100
40433	0.000100
40525	0.000100
40533	0.000100
40642	0.000100
40665	0.000100
40730	0.000100
40797	0.000100
40912	0.000100
40920	0.000100
40987	0.000100
41025	0.000100
41039	0.000100
41276	0.000100
41654	0.000100
41662	0.000100
41960	0.000100
41978	0.000100
42398	0.000100
42560	0.000100
42611	0.000100
42630	0.000100
42678	0.000100
42872	0.000100
42972	0.000100
43020	0.000100
43091	0.000100
43230	0.000100
43292	0.000100
43342	0.000100
43381	0.000100
43429	0.000100
44232	0.000100
44314	0.000100
44335	0.000100
44426	0.000100
44501	0.000100
44573	0.000100
44712	0.000100
44745	0.000100
44750	0.000100
44991	0.000100
45105	0.000100
45226	0.000100
45291	0.000100
45427	0.000100
45492	0.000100
45676	0.000100
45677	0.000100
45702	0.000100
45717	0.000100
45864	0.000100
